BraTS-MEN-RT-0002-1_z061,13289
BraTS-MEN-RT-0002-1_z062,13292
BraTS-MEN-RT-0002-1_z063,13078
BraTS-MEN-RT-0002-1_z064,12826
BraTS-MEN-RT-0002-1_z078,9886
BraTS-MEN-RT-0002-1_z079,9546
BraTS-MEN-RT-0002-1_z080,9547
BraTS-MEN-RT-0002-1_z081,9173
BraTS-MEN-RT-0002-1_z082,8782
BraTS-MEN-RT-0002-1_z083,8783
BraTS-MEN-RT-0002-1_z124,7620
BraTS-MEN-RT-0002-1_z125,7618
BraTS-MEN-RT-0002-1_z126,7425
BraTS-MEN-RT-0002-1_z127,7243
BraTS-MEN-RT-0002-1_z143,4841
BraTS-MEN-RT-0002-1_z144,4576
BraTS-MEN-RT-0002-1_z145,4315
BraTS-MEN-RT-0002-1_z146,4320
BraTS-MEN-RT-0003-1_z048,8889
BraTS-MEN-RT-0003-1_z049,9116
BraTS-MEN-RT-0003-1_z050,9270
BraTS-MEN-RT-0003-1_z051,9395
BraTS-MEN-RT-0003-1_z052,9512
BraTS-MEN-RT-0003-1_z053,9584
BraTS-MEN-RT-0003-1_z054,9649
BraTS-MEN-RT-0003-1_z055,9719
BraTS-MEN-RT-0003-1_z070,9376
BraTS-MEN-RT-0003-1_z071,9343
BraTS-MEN-RT-0003-1_z072,9331
BraTS-MEN-RT-0003-1_z073,9298
BraTS-MEN-RT-0003-1_z074,9298
BraTS-MEN-RT-0003-1_z075,9316
BraTS-MEN-RT-0003-1_z076,9336
BraTS-MEN-RT-0003-1_z077,9377
BraTS-MEN-RT-0003-1_z078,9391
BraTS-MEN-RT-0003-1_z112,8165
BraTS-MEN-RT-0003-1_z113,8158
BraTS-MEN-RT-0003-1_z114,8129
BraTS-MEN-RT-0003-1_z115,8101
BraTS-MEN-RT-0003-1_z116,8062
BraTS-MEN-RT-0003-1_z138,5689
BraTS-MEN-RT-0003-1_z139,5549
BraTS-MEN-RT-0003-1_z140,5381
BraTS-MEN-RT-0003-1_z141,5234
BraTS-MEN-RT-0003-1_z142,5074
BraTS-MEN-RT-0004-1_z038,9778
BraTS-MEN-RT-0004-1_z039,9935
BraTS-MEN-RT-0004-1_z040,10090
BraTS-MEN-RT-0004-1_z041,10210
BraTS-MEN-RT-0004-1_z042,10209
BraTS-MEN-RT-0004-1_z043,10329
BraTS-MEN-RT-0004-1_z044,10466
BraTS-MEN-RT-0004-1_z057,10223
BraTS-MEN-RT-0004-1_z058,10133
BraTS-MEN-RT-0004-1_z059,10149
BraTS-MEN-RT-0004-1_z060,10217
BraTS-MEN-RT-0004-1_z061,10328
BraTS-MEN-RT-0004-1_z062,10449
BraTS-MEN-RT-0004-1_z063,10537
BraTS-MEN-RT-0004-1_z104,8429
BraTS-MEN-RT-0004-1_z105,8354
BraTS-MEN-RT-0004-1_z106,8248
BraTS-MEN-RT-0004-1_z107,8162
BraTS-MEN-RT-0004-1_z108,8065
BraTS-MEN-RT-0004-1_z125,5718
BraTS-MEN-RT-0004-1_z126,5510
BraTS-MEN-RT-0004-1_z127,5292
BraTS-MEN-RT-0004-1_z128,5096
BraTS-MEN-RT-0004-1_z129,4915
BraTS-MEN-RT-0006-1_z076,9946
BraTS-MEN-RT-0006-1_z077,9820
BraTS-MEN-RT-0006-1_z090,7842
BraTS-MEN-RT-0006-1_z091,7504
BraTS-MEN-RT-0006-1_z092,7431
BraTS-MEN-RT-0006-1_z093,7142
BraTS-MEN-RT-0006-1_z094,6775
BraTS-MEN-RT-0006-1_z126,6920
BraTS-MEN-RT-0006-1_z141,4239
BraTS-MEN-RT-0006-1_z142,4239
BraTS-MEN-RT-0006-1_z143,3941
BraTS-MEN-RT-0006-1_z144,3616
BraTS-MEN-RT-0007-1_z053,10623
BraTS-MEN-RT-0007-1_z054,10428
BraTS-MEN-RT-0007-1_z055,10693
BraTS-MEN-RT-0007-1_z056,10628
BraTS-MEN-RT-0007-1_z057,10378
BraTS-MEN-RT-0007-1_z058,10250
BraTS-MEN-RT-0007-1_z065,9519
BraTS-MEN-RT-0007-1_z114,8089
BraTS-MEN-RT-0007-1_z115,7988
BraTS-MEN-RT-0007-1_z116,7883
BraTS-MEN-RT-0009-1_z081,10435
BraTS-MEN-RT-0009-1_z088,9849
BraTS-MEN-RT-0009-1_z143,4883
BraTS-MEN-RT-0015-1_z073,16685
BraTS-MEN-RT-0015-1_z074,16568
BraTS-MEN-RT-0015-1_z075,16492
BraTS-MEN-RT-0015-1_z076,16423
BraTS-MEN-RT-0015-1_z077,16338
BraTS-MEN-RT-0015-1_z078,16273
BraTS-MEN-RT-0015-1_z079,16197
BraTS-MEN-RT-0015-1_z080,16092
BraTS-MEN-RT-0015-1_z081,15970
BraTS-MEN-RT-0015-1_z091,14555
BraTS-MEN-RT-0015-1_z092,14393
BraTS-MEN-RT-0015-1_z093,14205
BraTS-MEN-RT-0015-1_z094,13999
BraTS-MEN-RT-0015-1_z095,13766
BraTS-MEN-RT-0015-1_z096,13468
BraTS-MEN-RT-0015-1_z097,13147
BraTS-MEN-RT-0015-1_z098,12759
BraTS-MEN-RT-0015-1_z099,12359
BraTS-MEN-RT-0015-1_z100,11979
BraTS-MEN-RT-0015-1_z191,4596
BraTS-MEN-RT-0015-1_z192,4204
BraTS-MEN-RT-0015-1_z193,3801
BraTS-MEN-RT-0015-1_z194,3329
BraTS-MEN-RT-0015-1_z195,2875
BraTS-MEN-RT-0015-1_z196,2521
BraTS-MEN-RT-0016-1_z057,10938
BraTS-MEN-RT-0016-1_z058,10827
BraTS-MEN-RT-0016-1_z059,10633
BraTS-MEN-RT-0016-1_z060,10572
BraTS-MEN-RT-0016-1_z061,10469
BraTS-MEN-RT-0016-1_z075,9740
BraTS-MEN-RT-0016-1_z076,9746
BraTS-MEN-RT-0016-1_z077,9687
BraTS-MEN-RT-0016-1_z078,9646
BraTS-MEN-RT-0016-1_z079,9617
BraTS-MEN-RT-0016-1_z108,8673
BraTS-MEN-RT-0016-1_z109,8596
BraTS-MEN-RT-0016-1_z110,8596
BraTS-MEN-RT-0016-1_z127,6056
BraTS-MEN-RT-0016-1_z128,5884
BraTS-MEN-RT-0016-1_z129,5648
BraTS-MEN-RT-0016-1_z130,5413
BraTS-MEN-RT-0017-1_z029,9425
BraTS-MEN-RT-0017-1_z030,9740
BraTS-MEN-RT-0017-1_z031,10266
BraTS-MEN-RT-0017-1_z032,10811
BraTS-MEN-RT-0017-1_z033,11477
BraTS-MEN-RT-0017-1_z034,12332
BraTS-MEN-RT-0017-1_z035,12996
BraTS-MEN-RT-0017-1_z036,13435
BraTS-MEN-RT-0017-1_z037,13726
BraTS-MEN-RT-0017-1_z038,13963
BraTS-MEN-RT-0017-1_z039,14178
BraTS-MEN-RT-0017-1_z040,14318
BraTS-MEN-RT-0017-1_z041,14479
BraTS-MEN-RT-0017-1_z042,14645
BraTS-MEN-RT-0017-1_z043,14861
BraTS-MEN-RT-0017-1_z044,14951
BraTS-MEN-RT-0017-1_z045,14988
BraTS-MEN-RT-0017-1_z046,15020
BraTS-MEN-RT-0017-1_z047,15005
BraTS-MEN-RT-0017-1_z048,14992
BraTS-MEN-RT-0017-1_z049,14978
BraTS-MEN-RT-0017-1_z050,14917
BraTS-MEN-RT-0017-1_z051,14772
BraTS-MEN-RT-0017-1_z052,14541
BraTS-MEN-RT-0017-1_z053,14329
BraTS-MEN-RT-0017-1_z054,14096
BraTS-MEN-RT-0017-1_z055,13877
BraTS-MEN-RT-0017-1_z056,13682
BraTS-MEN-RT-0017-1_z057,13486
BraTS-MEN-RT-0017-1_z058,13294
BraTS-MEN-RT-0017-1_z059,13116
BraTS-MEN-RT-0017-1_z060,12910
BraTS-MEN-RT-0017-1_z061,12712
BraTS-MEN-RT-0017-1_z062,12508
BraTS-MEN-RT-0017-1_z063,12289
BraTS-MEN-RT-0017-1_z064,12065
BraTS-MEN-RT-0017-1_z065,11819
BraTS-MEN-RT-0017-1_z066,11571
BraTS-MEN-RT-0017-1_z067,11214
BraTS-MEN-RT-0017-1_z068,10835
BraTS-MEN-RT-0017-1_z069,10389
BraTS-MEN-RT-0017-1_z070,9847
BraTS-MEN-RT-0017-1_z071,9410
BraTS-MEN-RT-0017-1_z072,9060
BraTS-MEN-RT-0017-1_z073,8792
BraTS-MEN-RT-0017-1_z074,8567
BraTS-MEN-RT-0017-1_z075,8327
BraTS-MEN-RT-0017-1_z076,6810
BraTS-MEN-RT-0017-1_z077,6963
BraTS-MEN-RT-0017-1_z078,7131
BraTS-MEN-RT-0017-1_z079,7303
BraTS-MEN-RT-0017-1_z080,7424
BraTS-MEN-RT-0017-1_z081,7528
BraTS-MEN-RT-0017-1_z082,7607
BraTS-MEN-RT-0017-1_z083,7665
BraTS-MEN-RT-0017-1_z084,7709
BraTS-MEN-RT-0017-1_z085,7768
BraTS-MEN-RT-0017-1_z086,7812
BraTS-MEN-RT-0017-1_z087,7856
BraTS-MEN-RT-0017-1_z088,7885
BraTS-MEN-RT-0017-1_z089,7907
BraTS-MEN-RT-0017-1_z090,7935
BraTS-MEN-RT-0017-1_z091,7953
BraTS-MEN-RT-0017-1_z092,7968
BraTS-MEN-RT-0017-1_z119,6956
BraTS-MEN-RT-0017-1_z120,6889
BraTS-MEN-RT-0017-1_z121,6809
BraTS-MEN-RT-0017-1_z122,6730
BraTS-MEN-RT-0017-1_z123,6633
BraTS-MEN-RT-0017-1_z124,6544
BraTS-MEN-RT-0017-1_z125,6444
BraTS-MEN-RT-0017-1_z126,6356
BraTS-MEN-RT-0017-1_z127,6271
BraTS-MEN-RT-0017-1_z128,6180
BraTS-MEN-RT-0017-1_z129,6089
BraTS-MEN-RT-0018-1_z060,12134
BraTS-MEN-RT-0018-1_z061,11826
BraTS-MEN-RT-0018-1_z062,11872
BraTS-MEN-RT-0018-1_z063,11733
BraTS-MEN-RT-0018-1_z064,11580
BraTS-MEN-RT-0018-1_z078,9510
BraTS-MEN-RT-0018-1_z079,9347
BraTS-MEN-RT-0018-1_z080,9215
BraTS-MEN-RT-0018-1_z081,8906
BraTS-MEN-RT-0018-1_z082,8783
BraTS-MEN-RT-0018-1_z083,8608
BraTS-MEN-RT-0018-1_z084,8336
BraTS-MEN-RT-0018-1_z121,7858
BraTS-MEN-RT-0018-1_z122,7858
BraTS-MEN-RT-0018-1_z123,7699
BraTS-MEN-RT-0018-1_z141,5047
BraTS-MEN-RT-0018-1_z142,4775
BraTS-MEN-RT-0018-1_z143,4775
BraTS-MEN-RT-0018-1_z144,4480
BraTS-MEN-RT-0018-1_z145,4157
BraTS-MEN-RT-0023-1_z045,11232
